x,y,z,stratification_number,radius,volume,scaling_coeff,dimension,ricci,pvalue
-0.13822075882371299,-0.4948920969096118,-0.11143765922716715,0,0.15542576183211282,5,0.10870758184120005,2.171662718434449,-59.9664471159731,0.0023848928473758162
-0.13822075882371299,-0.4948920969096118,-0.11143765922716715,1,0.48812162827507766,60,0.197123067021468,3.249307095102087,-1.8533461167313057,2.0334382486245116e-06
-0.13822075882371299,-0.4948920969096118,-0.11143765922716715,2,0.529421161787613,80,4.30637255604042,7.9785732721261375,-0.15187073803418244,0.00048486278889255726
-0.4039120917943526,-0.5935648673602062,0.5407032031777476,0,0.14606567591490915,5,0.09669743022049791,1.902507010522597,-82.35572654441148,1.0
-1.067083083221355,-0.9967976068170682,-0.04352460211514818,0,0.19431118865247718,5,0.5780070816420018,2.2192557099146764,-262.6747168538098,0.002224017471328346
-1.067083083221355,-0.9967976068170682,-0.04352460211514818,1,0.7728937453786145,142,0.09031699217206475,2.413659055362021,-0.3652756394955374,1.0
-0.38290166620755195,0.5754386190958459,0.5367122525931847,0,0.13635982233212948,5,0.104157438312113,2.04277381333784,-82.68743927486776,0.0031997586087782366
-0.38290166620755195,0.5754386190958459,0.5367122525931847,1,0.5193418816671092,83,0.08321483578736552,1.7173841019036424,-2.710227142729481,0.003190619886102711
-0.38290166620755195,0.5754386190958459,0.5367122525931847,2,0.7963275947577466,176,0.08321479632034556,1.4950176788161935,-0.0395743068253542,1.0
-1.595914648363423,0.7628782134529096,-0.2508038343103925,0,0.09721658149315697,5,0.2295452385141117,1.735499520229486,-216.18805574204336,1.0
-1.668346888728888,-0.4610478161493427,-0.5837356829510574,0,0.13939775628218865,5,0.09173109873541699,2.0203089254001294,-46.61055419532004,1.0
-1.3705254484987444,0.34889069138291223,0.8608055398759685,0,0.14478504373663417,5,0.1381345005365539,1.9053934670154737,-125.54203852741567,1.0
-0.5412671215220471,0.7731860464245629,0.43788980784860165,0,0.1239669497506152,5,0.10244436799723643,1.7912516771369433,-83.76418092124514,1.0
-1.898052723565431,0.058527163245112236,0.4359769223929081,0,0.16006235041332567,5,0.09169625364552919,2.207627318988314,-37.19456863202423,1.0
-0.7749234815182924,-0.059296199190961525,0.9725351004409348,0,0.16489211189768677,5,0.056631049884565715,1.8017629772171997,-72.10356496343329,0.0017367363716748736
-0.7749234815182924,-0.059296199190961525,0.9725351004409348,1,0.5447366784781323,59,0.0739555651301376,2.186701278515897,-2.58382895708265,1.0
-0.6749790713334186,-0.8799099686409575,-0.3465830968396789,0,0.16095053577788404,5,0.09891498033399987,2.1780508091406743,-50.33112205050991,1.0
-0.8379404010764977,-0.9494191078219233,-0.2689610456913353,0,0.13796563257130595,5,0.09728119970596273,2.181363520467692,-43.39374210738919,1.0
-1.9218821897411509,-0.22555052871495496,-0.3150558478023611,0,0.13829218334703908,5,0.16754757416626637,2.035912962149379,-133.45428338430688,1.0
-0.4805099286495088,-0.6777415002701811,0.520381133958357,0,0.11561107488604844,5,0.08342750466952824,1.6622795305877993,-128.7699714593642,0.001630108494641437
-0.4805099286495088,-0.6777415002701811,0.520381133958357,1,0.7656637526527613,128,0.08424849042775026,2.6522547686957747,-0.4547147166632948,0.002772434356856484
-0.4805099286495088,-0.6777415002701811,0.520381133958357,2,0.8543227064842149,166,0.08525013504653971,2.6358000173758653,-0.09141800254632362,1.0
-0.07261290731600167,0.37353524359965246,-0.02060587566859083,0,0.08425593639056914,5,0.046034281982780825,1.3157858464306698,-272.08896562932296,7.050802642698386e-05
-0.07261290731600167,0.37353524359965246,-0.02060587566859083,1,0.35827837577787336,37,5.912420080958233,6.1070902734373345,-42.535547376157375,0.0006471145694564347
-0.07261290731600167,0.37353524359965246,-0.02060587566859083,2,0.39216230316750694,64,22.979560481127244,7.443996852515932,-1.6097770591160123,0.0019219813409928634
-1.6341840696873562,0.7129156223753098,-0.2992689110616183,0,0.09810040021335285,5,0.08964387149736791,1.6893159412918188,-109.5382357041279,0.0026301749031870975
-1.6341840696873562,0.7129156223753098,-0.2992689110616183,1,0.8015533307169816,165,0.08209456248870632,1.7905532507273942,-0.04568849870380491,1.0
-0.08073462621257099,-0.12422855804280146,-0.3735216699497696,0,0.12131328612563523,5,0.06639507095311793,1.654832086736678,-76.08232077255944,0.0003270693110362311
-0.08073462621257099,-0.12422855804280146,-0.3735216699497696,1,0.3600776968702735,37,0.2572115164079112,2.995075374929617,-9.76983585083175,0.0016379894562808146
-0.08073462621257099,-0.12422855804280146,-0.3735216699497696,2,0.4075949319853917,58,69.40858015948648,9.106530051257327,-0.5626682602230588,0.0002898782970260629
-1.559152580567154,0.19930984808430877,0.80475087828576,0,0.1119533795121648,5,0.18743470001239476,1.949588666069678,-152.49565292826586,1.0
-1.5617677881999694,0.7760776045745962,0.28656675281454197,0,0.1564635574484986,5,0.1138690490408309,2.0519753827211047,-83.46952255975457,1.0
-1.4793396707955861,0.3654032513680849,-0.7979435718716025,0,0.1162333919266579,5,0.06034492750171978,1.742179958306037,-87.75700856437547,0.003319641087287021
-1.4793396707955861,0.3654032513680849,-0.7979435718716025,1,0.5232401734960268,61,0.0846607485751963,2.2333198261710447,-3.4734978476717258,1.0
-1.1686289831120023,0.8610943172223244,0.47966742947799873,0,0.18632965105543078,5,0.670477347578961,2.1795405549901434,-214.48865148611165,1.0
-1.3027228907311887,-0.9032946702289916,0.30400261538883155,0,0.127499844894747,5,0.1807048652218827,1.7409044959907751,-179.04348670708634,1.0
-0.028526358818477315,0.22197610208772406,-0.08346001792148447,0,0.14688715818762257,5,0.23621045873705912,2.416351913514912,-281.1202432904843,0.0011382785293769118
-0.028526358818477315,0.22197610208772406,-0.08346001792148447,1,0.24257741563855956,27,4841.083661039641,9.2826669023192,-9.839772750092907,3.700598962387827e-07
-0.028526358818477315,0.22197610208772406,-0.08346001792148447,2,0.25681376402566974,47,10.913620629222779,4.808399897481506,-0.6543461601004941,0.00023179854489686357
-1.2223371145793687,-0.9661407924511745,0.13091285896479865,0,0.10817649249067621,5,0.06457960781557552,1.6394771364793423,-59.84065300897638,0.002102796938728861
-1.2223371145793687,-0.9661407924511745,0.13091285896479865,1,0.5584113270242934,72,0.08816982012974842,2.2487095202658693,-2.397231156617696,0.0020502242301333883
-1.2223371145793687,-0.9661407924511745,0.13091285896479865,2,0.7435924595328104,139,0.08884124971958009,2.1908737169022845,-0.23893279615290447,1.0
-0.3716553569310199,-0.05086162618823023,-0.7762706387001923,0,0.14581536744492854,5,0.04848972525753519,1.7377196723746238,-36.88830149855106,0.0020010464512490466
-0.3716553569310199,-0.05086162618823023,-0.7762706387001923,1,0.38442781257690806,31,0.08745184120653106,2.1664510602927525,-19.07474284207758,1.0
-1.7636682158988253,0.5077068846447117,-0.39880393091125205,0,0.11989052912432636,5,0.08318048926980312,1.831756968638447,-31.0610684307449,1.0
