x,y,z,stratification_number,radius,volume,scaling_coeff,dimension,ricci,pvalue
0.0,0.0,-0.0,0,1.2822943435992415,40,0.2884891738227532,3.0195457677586695,-32.24497987770335,1.0
0.03333333333333333,0.0,-1.2818610191887023,0,0.047140452079103175,20,5.0206076546765805,1.905499686623357,-257.9230833598825,5.25053808468565e-09
0.03333333333333333,0.0,-1.2818610191887023,1,0.24481710878791954,40,2613.214239954527,7.963011401750201,-33.57920467509172,0.00153651798066055
0.03333333333333333,0.0,-1.2818610191887023,2,0.2614189935641885,74,0.1578038038212074,0.6367811735385999,-51.07317731302572,0.0018226817988347879
0.06666666666666667,0.0,-1.5243982444638442,0,0.09428090415820635,20,0.5317769767548911,1.474116223785749,-171.25725815972984,0.001732089110676517
0.06666666666666667,0.0,-1.5243982444638442,1,0.16650043539881482,42,0.5569849399865057,1.5344558195106504,-5.4166665364334445,0.00048692326172771204
0.06666666666666667,0.0,-1.5243982444638442,2,0.227328982140266,72,5.889100318988295,3.1396167027752764,-24.87447509585495,0.0018151162352035926
0.1,0.0,-1.6870239755710472,0,0.13139779207228372,20,4.30809532238092,2.7388515427154245,-61.17105338251856,0.0009510802036195731
0.1,0.0,-1.6870239755710472,1,0.1735070016001202,47,8.823104357442855,3.1032284202133,-6.745845438486599,0.0015304443515545359
0.1,0.0,-1.6870239755710472,2,0.1993834667466256,75,0.6210266637449542,1.3819925330973182,-72.9848958662672,1.0
0.13333333333333333,0.0,-1.8128252384140608,0,0.13014249438215064,20,1.5908589437462655,2.1938102213899926,-79.87249295734952,0.00297562708892886
0.13333333333333333,0.0,-1.8128252384140608,1,0.2633835574920368,109,0.8782412889744385,1.7091481369164154,-7.527755867231655,1.0
0.16666666666666666,0.0,-1.9168293127388174,0,0.1275611441216966,20,0.7515548199227026,1.8369588253737512,-43.49004600616089,0.0028144734998653037
0.16666666666666666,0.0,-1.9168293127388174,1,0.23570226039551584,67,2.4239996554067287,2.6207034977421086,-7.507634891235898,1.0
0.2,0.0,-2.006220914929266,0,0.12793827173313704,20,1.1292388293996,2.120481753932038,-63.71092657108266,1.0
0.23333333333333334,0.0,-2.0850450891663783,0,0.1403014360985146,20,1.0573916645391892,2.1307081696306382,-42.809459162366984,1.0
0.26666666666666666,0.0,-2.1558246717785052,0,0.14808955498984228,20,0.917733109157151,2.074671873732651,-46.67907729187492,1.0
0.3,0.0,-2.2202484134768556,0,0.15066680369407198,20,0.8348358742971376,2.0486486753080615,-30.376253307750513,0.0014099838613104865
0.3,0.0,-2.2202484134768556,1,0.3543070699474473,126,1.22257792856558,2.415131030329532,-1.506999104449963,1.0
0.3333333333333333,0.0,-2.2795070569547775,0,0.1480895549898423,20,0.7915121122314217,2.0442411912161242,-39.22574303237467,1.0
0.36666666666666664,0.0,-2.334474381391984,0,0.14212874888516422,20,0.7671021631981725,2.054471603703276,-47.47167815770052,1.0
0.4,0.0,-2.385812186301152,0,0.14284118366695145,20,0.7250244718322306,2.0481854230239365,-38.14204551910019,1.0
0.43333333333333335,0.0,-2.434034777368526,0,0.15158399688001642,20,0.6916179571861029,2.0437506990906873,-37.22612433360253,1.0
0.4666666666666667,0.0,-2.47955045513814,0,0.16066225058526173,20,0.6559233585324059,2.031676124490904,-36.835446112050725,1.0
0.5,0.0,-2.5226892457611436,0,0.16951498283754776,20,0.621366573691946,2.011675473430733,-51.62436609265063,1.0
0.5333333333333333,0.0,-2.5637220383774046,0,0.16999409545702365,20,0.5971748363032316,2.016682668572538,-27.835440090101386,1.0
0.5666666666666667,0.0,-2.602874156462761,0,0.1772923937122618,20,0.5634104877770872,1.9987758675834977,-40.10051519164643,0.0009834980306671702
0.5666666666666667,0.0,-2.602874156462761,1,0.36384458975880174,97,0.42403188265362796,1.6971443737595897,-0.4855032423835968,0.001543339625637407
0.5666666666666667,0.0,-2.602874156462761,2,0.42006079101708643,120,0.6754686790664933,2.2072647721345295,-1.0035512996910982,1.0
0.6,0.0,-2.6403352103801803,0,0.17671323842333095,20,0.5607008727408873,2.0233532810976733,-30.65861499103253,1.0
0.6333333333333333,0.0,-2.6762663977616263,0,0.17725011007899194,20,0.546798281396227,2.0301739990102265,-33.86835507832335,1.0
0.6666666666666666,0.0,-2.7108060108295344,0,0.17853987171872346,20,0.5359279348367099,2.0325398160595873,-47.289188904713306,1.0
0.7,0.0,-2.7440736576860836,0,0.18018379194525438,20,0.5110502242137752,2.016295884018307,-50.932846953333765,1.0
0.7333333333333333,0.0,-2.7761735441429227,0,0.18214136689610005,20,0.46375657566944467,1.953994119294198,-60.147595317627186,1.0
0.7666666666666666,0.0,-2.807197057909939,0,0.1843776456637459,20,0.40629495168684976,1.878399393705778,-55.68040104450566,1.0
0.8,0.0,-2.8372248270095275,0,0.1837375706330327,20,0.35483501204445805,1.7937120920672496,-60.27578874557001,1.0
0.8333333333333334,0.0,-2.8663283766131005,0,0.1821413668961002,20,0.3024194152900931,1.7339750817801605,-37.947509122227764,1.0
0.8666666666666667,0.0,-2.8945714754107152,0,0.18437764566374606,20,0.273929885592279,1.7153308053838148,-37.813549848288176,1.0
0.9,0.0,-2.92201123927589,0,0.19555877307866953,20,0.26365557070931844,1.7500167367407549,-48.85495839407333,1.0
0.9333333333333333,0.0,-2.948699043258512,0,0.22043069215522312,20,0.23721915157789822,1.7989820138252526,-55.7047798016797,0.001154607588869688
0.9333333333333333,0.0,-2.948699043258512,1,0.4679369678119118,75,0.2077752984008823,1.6188030575418588,-3.9772512503749735,0.002084471638410992
0.9333333333333333,0.0,-2.948699043258512,2,0.5885613062896785,116,0.19633156996719683,1.3846033272053977,-0.3168116510652064,1.0
0.9666666666666667,0.0,-2.9746812807848126,0,0.25634759151415604,20,0.2405378148901882,1.9230817371942015,-38.987144003622554,1.0
1.0,0.0,-3.0,0,0.29358884854479395,20,0.22238680771335,2.0129072883759926,-28.068598637047895,1.0
0.0,0.0,-0.0,0,1.2822943435992415,40,0.2884891738227532,3.0195457677586695,-32.24497987770335,1.0
0.03292294468650459,0.005214482168007696,-1.2818610191887023,0,0.047140452079103175,20,5.0206076546765805,1.905499686623357,-257.9230833598835,5.250538084685549e-09
0.03292294468650459,0.005214482168007696,-1.2818610191887023,1,0.24481710878791954,40,2613.214239954527,7.963011401750201,-33.57920467509177,0.00153651798066055
0.03292294468650459,0.005214482168007696,-1.2818610191887023,2,0.2614189935641885,74,0.1578038038212074,0.6367811735385999,-51.07317731302572,0.0018226817988347879
0.06584588937300918,0.010428964336015391,-1.5243982444638442,0,0.09428090415820635,20,0.5317769767548917,1.4741162237857495,-171.25725815972967,0.0017320891106764825
0.06584588937300918,0.010428964336015391,-1.5243982444638442,1,0.16650043539881482,42,0.5569849399865057,1.5344558195106504,-5.416666536433442,0.00048692326172771155
0.06584588937300918,0.010428964336015391,-1.5243982444638442,2,0.227328982140266,72,5.889100318988295,3.1396167027752764,-24.874475095854898,0.0018151162352035926
0.09876883405951378,0.01564344650402309,-1.6870239755710472,0,0.13139779207228372,20,4.308095322380928,2.7388515427154254,-61.17105338251841,0.0009510802036196566
